name,calories,cholesterol,folic_acid,vitamin_c,vitamin_d,calcium,iron,protein,carbohydrate,fiber,sugars,fat
"Mustard reens, raw",27,0.0,0.0,70.0,0.0,115.0,1.64,2.86,4.67,3.2,1.32,0.42
"Seaweed, raw, laver",35,0.0,0.0,39.0,0.0,70.0,1.8,5.81,5.11,0.3,0.49,0.28
"Sweet rolls, cheese",360,76.0,12.0,0.2,0.0,118.0,0.76,7.1,43.7,1.2,0.0,18.3
"Fis, stewed, dried",107,0.0,0.0,4.4,0.0,70.0,0.88,1.42,27.57,4.2,23.35,0.4
"Bread sticks, plain",412,0.0,132.0,0.0,0.0,22.0,4.28,12.0,68.4,3.0,1.26,9.5
"SILK Mocha, soymilk",58,0.0,0.0,0.0,0.0,123.0,0.44,2.06,9.05,0.0,7.41,1.44
Milk and cereal bar,413,6.0,87.0,15.4,68.0,410.0,5.99,6.47,72.05,0.4,45.97,10.98
"Bread, pumpernickel",250,0.0,59.0,0.0,0.0,68.0,2.87,8.7,47.5,6.5,0.53,3.1
"Game meat, raw, elk",111,55.0,0.0,0.0,0.0,4.0,2.76,22.95,0.0,0.0,0.0,1.45
"PACE, Pico De Gallo",31,0.0,0.0,3.8,0.0,0.0,0.0,0.0,9.38,0.0,6.25,0.0
"Ostrich, raw, round",116,71.0,0.0,0.0,0.0,5.0,3.54,21.99,0.0,0.0,0.0,2.4
"HORMEL, Cure 81 Ham",106,51.0,0.0,1.6,0.0,4.0,0.8,18.43,0.21,0.0,0.0,3.59
"Prune juice, canned",71,0.0,0.0,4.1,0.0,12.0,1.18,0.61,17.45,1.0,16.45,0.03
"McDONALD'S, BIG MAC",257,36.0,0.0,0.4,0.0,116.0,2.0,11.82,20.08,1.6,3.97,14.96
"Soy flour, defatted",327,0.0,0.0,0.0,0.0,241.0,9.24,51.46,33.92,17.5,16.42,1.22
"Bread, toasted, e",315,56.0,44.0,0.0,21.0,102.0,3.34,10.5,52.6,2.5,1.94,6.6
"Fish, raw, mahimahi",85,73.0,0.0,0.0,0.0,15.0,1.13,18.5,0.0,0.0,0.0,0.7
"Fish, raw, bluefish",124,59.0,0.0,0.0,0.0,7.0,0.48,20.04,0.0,0.0,0.0,4.24
"Spices, fennel seed",345,0.0,0.0,21.0,0.0,1196.0,18.54,15.8,52.29,39.8,0.0,14.87
"Potatoes, skin, raw",58,0.0,0.0,11.4,0.0,30.0,3.24,2.57,12.44,2.5,0.0,0.1
"Pepper, raw, banana",27,0.0,0.0,82.7,0.0,14.0,0.46,1.66,5.35,3.4,1.95,0.45
"Drumstick pods, raw",37,0.0,0.0,141.0,0.0,30.0,0.36,2.1,8.53,3.2,0.0,0.2
"Toppins, pineapple",253,0.0,0.0,3.1,0.0,6.0,0.12,0.1,66.4,0.4,21.01,0.1
Acorn stew (Apache),95,20.0,15.0,0.0,0.0,14.0,1.0,6.81,9.22,0.7,0.34,3.47
"Tomatoes, sun-dried",258,0.0,0.0,39.2,0.0,110.0,9.09,14.11,55.76,12.3,37.59,2.97
"Guava sauce, cooked",36,0.0,0.0,146.4,0.0,7.0,0.18,0.32,9.48,3.6,5.88,0.14
"Pumpkin leaves, raw",19,0.0,0.0,11.0,0.0,39.0,2.22,3.15,2.33,0.0,0.0,0.4
"Melons, raw, casaba",28,0.0,0.0,21.8,0.0,11.0,0.34,1.11,6.58,0.9,5.69,0.1
"Melon balls, frozen",33,0.0,0.0,6.2,0.0,10.0,0.29,0.84,7.94,0.7,0.0,0.25
"Fish oil, cod liver",902,570.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Nuts, dried, acorns",509,0.0,0.0,0.0,0.0,54.0,1.04,8.1,53.66,0.0,0.0,31.41
"Rolls, pumpernickel",276,0.0,56.0,0.0,0.0,67.0,2.78,10.8,51.87,5.4,0.4,2.8
"Gravy, dry, chicken",381,19.0,16.0,0.6,0.0,146.0,1.33,11.27,62.09,0.0,0.0,9.73
"Fish, raw, tilefish",96,50.0,0.0,0.0,0.0,26.0,0.25,17.5,0.0,0.0,0.0,2.31
"Ice creams, vanilla",207,44.0,0.0,0.6,8.0,128.0,0.09,3.5,23.6,0.7,21.22,11.0
"SILK Plain, soymilk",41,0.0,0.0,0.0,49.0,123.0,0.44,2.88,3.29,0.4,2.47,1.65
"Cabbae, raw, savoy",27,0.0,0.0,31.0,0.0,35.0,0.4,2.0,6.1,3.1,2.27,0.1
"Fish, raw, tilapia",96,50.0,0.0,0.0,124.0,10.0,0.56,20.08,0.0,0.0,0.0,1.7
"Broccoli raab, raw",22,0.0,0.0,20.2,0.0,108.0,2.14,3.17,2.85,2.7,0.38,0.49
"Corn rain, yellow",365,0.0,0.0,0.0,0.0,7.0,2.71,9.42,74.26,7.3,0.64,4.74
"Turtle, raw, reen",89,50.0,0.0,0.0,0.0,118.0,1.4,19.8,0.0,0.0,0.0,0.5
"Chicory roots, raw",72,0.0,0.0,5.0,0.0,41.0,0.8,1.4,17.51,1.5,8.73,0.2
Ice cream sandwich,237,21.0,27.0,0.0,0.0,86.0,0.26,4.29,37.14,0.0,18.57,8.57
"Croutons, seasoned",465,7.0,65.0,0.0,0.0,96.0,2.82,10.8,63.5,5.0,4.41,18.3
"Snacks, taro chips",498,0.0,0.0,5.0,0.0,60.0,1.2,2.3,68.1,7.2,3.82,24.9
"Prickly pears, raw",41,0.0,0.0,14.0,0.0,56.0,0.3,0.73,9.57,3.6,0.0,0.51
"Fish, raw, haddock",74,54.0,0.0,0.0,18.0,11.0,0.17,16.32,0.0,0.0,0.0,0.45
"Liver cheese, pork",304,174.0,0.0,3.0,0.0,8.0,10.83,15.2,2.1,0.0,0.0,25.6
"Ground turkey, raw",148,69.0,0.0,0.0,14.0,19.0,1.09,19.66,0.0,0.0,0.0,7.66
Jams and preserves,278,0.0,0.0,8.8,0.0,20.0,0.49,0.37,68.86,1.1,48.5,0.07
"Carrots, raw, baby",35,0.0,0.0,2.6,0.0,32.0,0.89,0.64,8.24,2.9,4.76,0.13
"Oil, nutme butter",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Semolina, enriched",360,0.0,111.0,0.0,0.0,17.0,4.36,12.68,72.83,3.9,0.0,1.05
"Spices, anise seed",337,0.0,0.0,21.0,0.0,646.0,36.96,17.6,50.02,14.6,0.0,15.9
"Snacks, corn cakes",387,0.0,0.0,0.0,0.0,19.0,1.4,8.1,83.4,1.9,23.47,2.4
"Catsup, low sodium",101,0.0,0.0,4.1,0.0,15.0,0.35,1.04,27.4,0.3,21.27,0.1
"Croissants, cheese",414,57.0,41.0,0.2,0.0,53.0,2.15,9.2,47.0,2.6,11.35,20.9
"Milk, fluid, sheep",108,27.0,0.0,4.2,0.0,193.0,0.1,5.98,5.36,0.0,0.0,7.0
"Acerola juice, raw",23,0.0,0.0,1600.0,0.0,10.0,0.5,0.4,4.8,0.3,4.5,0.3
"Jute, raw, potherb",34,0.0,0.0,37.0,0.0,208.0,4.76,4.65,5.8,0.0,0.0,0.25
"Fast food, biscuit",370,2.0,53.0,0.0,0.0,70.0,2.76,7.08,42.82,2.5,3.88,18.92
"Baels, multirain",241,6.0,48.0,0.0,0.0,124.0,2.23,9.9,47.47,6.2,8.66,1.24
"Beef, dried, cured",153,79.0,0.0,0.0,1.0,8.0,2.42,31.1,2.76,0.0,2.7,1.94
"Nuts, almond paste",458,0.0,0.0,0.1,0.0,172.0,1.6,9.0,47.81,4.8,36.25,27.74
"Seaweed, raw, kelp",43,0.0,0.0,3.0,0.0,168.0,2.85,1.68,9.57,1.3,0.6,0.56
"Seaweed, raw, aar",26,0.0,0.0,0.0,0.0,54.0,1.86,0.54,6.75,0.5,0.28,0.03
"Fish oil, menhaden",902,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Rolls, e, dinner",307,50.0,131.0,0.0,0.0,59.0,3.52,9.5,52.0,3.7,4.3,6.4
"Bread, white wheat",238,0.0,49.0,0.0,0.0,684.0,4.89,10.66,43.91,9.2,5.0,2.15
"Onions, raw, sweet",32,0.0,0.0,4.8,0.0,20.0,0.26,0.8,7.55,0.9,5.02,0.08
"Onions, raw, welsh",34,0.0,0.0,27.0,0.0,18.0,1.22,1.9,6.5,2.4,2.18,0.4
"SILK Chai, soymilk",53,0.0,0.0,0.0,33.0,123.0,0.44,2.47,7.82,0.0,5.76,1.44
"Rolls, rye, dinner",286,0.0,77.0,0.0,0.0,30.0,2.7,10.3,53.1,4.9,1.17,3.4
"Gravy, dry, au jus",313,4.0,0.0,1.0,0.0,140.0,9.3,9.2,47.49,0.0,0.0,9.63
"Cheese, neufchatel",253,74.0,0.0,0.0,0.0,117.0,0.13,9.15,3.59,0.0,3.19,22.78
"Hummus, commercial",166,0.0,0.0,0.0,0.0,38.0,2.44,7.9,14.29,6.0,0.0,9.6
"Croissants, butter",406,67.0,60.0,0.2,0.0,37.0,2.03,8.2,45.8,2.6,11.26,21.0
"Carrot, dehydrated",341,0.0,0.0,14.6,0.0,212.0,3.93,8.1,79.57,23.6,38.82,1.49
"Vinear, distilled",18,0.0,0.0,0.0,0.0,6.0,0.03,0.0,0.04,0.0,0.04,0.0
"Sapote, raw, mamey",124,0.0,0.0,23.0,0.0,18.0,0.78,1.45,32.1,5.4,20.14,0.46
"Soy flour, low-fat",372,0.0,0.0,0.0,0.0,285.0,8.2,49.81,30.63,16.0,9.33,8.9
"Syrups, suar free",52,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.13,0.7,0.01,0.0
"Syrups, dark, corn",286,0.0,0.0,0.0,0.0,18.0,0.37,0.0,77.59,0.0,77.59,0.0
"Taco shells, baked",476,0.0,24.0,0.0,0.0,100.0,1.64,6.41,63.49,6.7,1.5,21.79
"Spices, cumin seed",375,0.0,0.0,7.7,0.0,931.0,66.36,17.81,44.24,10.5,2.25,22.27
"Bamboo shoots, raw",27,0.0,0.0,4.0,0.0,13.0,0.5,2.6,5.2,2.2,3.0,0.3
"Fish, raw, lincod",85,52.0,0.0,0.0,0.0,14.0,0.32,17.66,0.0,0.0,0.0,1.06
"Whey, dried, sweet",353,6.0,0.0,1.5,0.0,796.0,0.88,12.93,74.46,0.0,74.46,1.07
"Whey, fluid, sweet",27,2.0,0.0,0.1,0.0,47.0,0.06,0.85,5.14,0.0,5.14,0.36
"Spices, poppy seed",525,0.0,0.0,1.0,0.0,1438.0,9.76,17.99,28.13,19.5,2.99,41.56
"Babyfood, pretzels",397,0.0,65.0,3.8,0.0,25.0,3.77,10.8,82.2,2.3,3.08,2.0
"Fat, mutton tallow",902,102.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Coffeecake, cheese",339,85.0,20.0,0.1,0.0,59.0,0.64,7.0,44.3,1.0,0.0,15.2
"Sauce, horseradish",503,50.0,0.0,0.2,10.0,12.0,0.23,1.09,10.05,1.0,8.98,50.89
"Yardlon bean, raw",47,0.0,0.0,18.8,0.0,50.0,0.47,2.8,8.35,0.0,0.0,0.4
"Cress, raw, arden",32,0.0,0.0,69.0,0.0,81.0,1.3,2.6,5.5,1.1,4.4,0.7
"Dates, delet noor",282,0.0,0.0,0.4,0.0,39.0,1.02,2.45,75.03,8.0,63.35,0.39
"Lambsquarters, raw",43,0.0,0.0,80.0,0.0,309.0,1.2,4.2,7.3,4.0,0.0,0.8
"Gravy, dry, turkey",367,14.0,16.0,0.2,0.0,146.0,3.29,10.42,65.12,0.0,0.0,7.19
Vital wheat luten,370,0.0,0.0,0.0,0.0,142.0,5.2,75.16,13.79,0.6,0.0,1.85
"Turnip reens, raw",32,0.0,0.0,60.0,0.0,190.0,1.1,1.5,7.13,3.2,0.81,0.3
"Suars, ranulated",387,0.0,0.0,0.0,0.0,1.0,0.05,0.0,99.98,0.0,99.8,0.0
"Frankfurter, pork",269,66.0,0.0,2.0,0.0,267.0,3.7,12.81,0.28,0.1,0.0,23.68
"Pomeranates, raw",83,0.0,0.0,10.2,0.0,10.0,0.3,1.67,18.7,4.0,13.67,1.17
"Pears, raw, asian",42,0.0,0.0,3.8,0.0,4.0,0.0,0.5,10.65,3.6,7.05,0.23
"Cookies, molasses",430,0.0,82.0,0.0,0.0,74.0,6.43,5.6,73.8,1.0,17.6,12.8
"Cookies, fi bars",348,0.0,25.0,0.3,0.0,64.0,2.9,3.7,70.9,4.6,46.36,7.3
Liverwurst spread,305,118.0,0.0,3.5,0.0,22.0,8.85,12.38,5.89,2.5,1.65,25.45
Roast beef spread,223,70.0,0.0,0.2,0.0,23.0,2.06,15.27,3.73,0.2,0.71,16.28
"Chard, raw, swiss",19,0.0,0.0,30.0,0.0,51.0,1.8,1.8,3.74,1.6,1.1,0.2
"Goose, raw, liver",133,515.0,0.0,4.5,0.0,43.0,30.53,16.37,6.32,0.0,0.0,4.28
"TACO BELL, Nachos",350,3.0,0.0,0.0,0.0,63.0,0.75,4.32,34.91,3.2,2.17,21.5
"Sausae, meatless",255,0.0,0.0,0.0,0.0,63.0,3.72,20.28,8.09,2.8,0.0,18.16
"Frankfurter, meat",290,77.0,0.0,0.0,0.0,99.0,1.09,10.26,4.17,0.0,0.0,25.76
"Rice flour, brown",363,0.0,0.0,0.0,0.0,11.0,1.98,7.23,76.48,4.6,0.66,2.78
"Peppermint, fresh",70,0.0,0.0,31.8,0.0,243.0,5.08,3.75,14.89,8.0,0.0,0.94
"Vinear, red wine",19,0.0,0.0,0.5,0.0,6.0,0.45,0.04,0.27,0.0,0.0,0.0
"Vinear, balsamic",88,0.0,0.0,0.0,0.0,27.0,0.72,0.49,17.03,0.0,14.95,0.0
"Luxury loaf, pork",141,36.0,0.0,0.0,28.0,36.0,1.05,18.4,4.9,0.0,0.0,4.8
"Rye flour, medium",349,0.0,0.0,0.0,0.0,24.0,2.54,10.88,75.43,11.8,1.1,1.52
"DENNY'S, coleslaw",183,23.0,0.0,13.2,0.0,32.0,0.34,0.97,10.88,1.3,8.16,15.03
"Bread, wheat bran",248,0.0,80.0,0.0,0.0,74.0,3.07,8.8,47.8,4.0,9.68,3.4
"Croissants, apple",254,31.0,44.0,0.5,0.0,30.0,1.1,7.4,37.1,2.5,0.0,8.7
"Candies, Tamarind",368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.96,2.5,78.57,0.0
"Oheloberries, raw",28,0.0,0.0,6.0,0.0,7.0,0.09,0.38,6.84,0.0,0.0,0.22
"PACE, Salsa Verde",47,0.0,0.0,3.8,0.0,0.0,0.0,0.0,6.25,0.0,6.25,1.56
Barley malt flour,361,0.0,0.0,0.6,0.0,37.0,4.71,10.28,78.3,7.1,0.8,1.84
"Rice noodles, dry",364,0.0,0.0,0.0,0.0,18.0,0.7,5.95,80.18,1.6,0.12,0.56
"Fish oil, sardine",902,710.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Fish oil, herrin",902,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Plantains, cooked",116,0.0,0.0,10.9,0.0,2.0,0.58,0.79,31.15,2.3,14.0,0.18
"Burdock root, raw",72,0.0,0.0,3.0,0.0,41.0,0.8,1.53,17.34,3.3,2.9,0.15
"Butterbur, canned",3,0.0,0.0,11.9,0.0,34.0,0.63,0.11,0.38,0.0,0.0,0.13
"Ostrich, raw, fan",117,73.0,0.0,0.0,0.0,6.0,4.38,21.81,0.0,0.0,0.0,2.65
"SILK No, soymilk",74,0.0,0.0,0.0,0.0,16.0,0.3,2.46,12.3,0.0,9.84,1.64
"Gravy, dry, brown",367,3.0,17.0,0.3,0.0,132.0,1.72,10.74,59.38,2.0,0.0,9.61
"Cheese, provolone",351,69.0,0.0,0.0,20.0,756.0,0.52,25.58,2.14,0.0,0.56,26.62
"Cheese, roquefort",369,90.0,0.0,0.0,0.0,662.0,0.56,21.54,2.0,0.0,0.0,30.64
"Muffins, oat bran",270,0.0,71.0,0.0,0.0,63.0,4.2,7.0,48.3,4.6,8.22,7.4
"Syrups, renadine",268,0.0,0.0,0.0,0.0,6.0,0.05,0.0,66.91,0.0,46.55,0.0
"Raisins, seedless",299,0.0,0.0,2.3,0.0,50.0,1.88,3.07,79.18,3.7,59.19,0.46
"Strawberries, raw",32,0.0,0.0,58.8,0.0,16.0,0.41,0.67,7.68,2.0,4.89,0.3
"Fish, raw, burbot",90,60.0,0.0,0.0,0.0,50.0,0.9,19.31,0.0,0.0,0.0,0.81
"Wheat erm, crude",360,0.0,0.0,0.0,0.0,39.0,6.26,23.15,51.8,13.2,0.0,9.72
"Wheat, hard white",342,0.0,0.0,0.0,0.0,32.0,4.56,11.31,75.9,12.2,0.41,1.71
"Wheat bran, crude",216,0.0,0.0,0.0,0.0,73.0,10.57,15.55,64.51,42.8,0.41,4.25
"Gooseberries, raw",44,0.0,0.0,27.7,0.0,25.0,0.31,0.88,10.18,4.3,0.0,0.58
"Spices, dill seed",305,0.0,0.0,21.0,0.0,1516.0,16.33,15.98,55.17,21.1,0.0,14.54
"Oil, cocoa butter",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"APPLEBEE'S, chili",157,45.0,0.0,1.1,0.0,34.0,1.46,12.56,4.57,1.4,2.27,9.79
"Grape leaves, raw",93,0.0,0.0,11.1,0.0,363.0,2.63,5.6,17.31,11.0,6.3,2.12
"Kale, raw, scotch",42,0.0,0.0,130.0,0.0,205.0,3.0,2.8,8.32,1.7,0.0,0.6
"Marmalade, orane",246,0.0,0.0,4.8,0.0,38.0,0.15,0.3,66.3,0.7,60.0,0.0
"Whey, dried, acid",339,3.0,0.0,0.9,0.0,2054.0,1.24,11.73,73.45,0.0,73.45,0.54
"Whey, fluid, acid",24,1.0,0.0,0.1,0.0,103.0,0.08,0.76,5.12,0.0,5.12,0.09
"Eplant, pickled",49,0.0,0.0,0.0,0.0,25.0,0.77,0.9,9.77,2.5,4.8,0.7
"Babyfood, cookies",433,12.0,74.0,7.0,0.0,101.0,4.18,11.8,67.1,0.2,24.2,13.2
"Fennel, raw, bulb",31,0.0,0.0,12.0,0.0,49.0,0.73,1.24,7.3,3.1,3.93,0.2
"E, dried, whole",592,1630.0,0.0,0.0,331.0,244.0,7.2,48.05,1.13,0.0,0.56,43.9
"Coffeecake, fruit",311,7.0,28.0,0.8,0.0,45.0,2.43,5.2,51.5,2.5,0.0,10.2
"Candies, caramels",382,7.0,0.0,0.4,0.0,138.0,0.14,4.6,77.0,0.0,65.5,8.1
"Sour cream, liht",136,35.0,0.0,0.9,8.0,141.0,0.07,3.5,7.1,0.0,0.22,10.6
"E, dried, white",382,0.0,0.0,0.0,0.0,62.0,0.15,81.1,7.8,0.0,5.4,0.0
"Wild rice, cooked",101,0.0,0.0,0.0,0.0,3.0,0.6,3.99,21.34,1.8,0.73,0.34
"Chicken, meatless",224,0.0,0.0,0.0,0.0,35.0,3.27,23.64,3.64,3.6,0.0,12.73
"Corn rain, white",365,0.0,0.0,0.0,0.0,7.0,2.71,9.42,74.26,0.0,0.0,4.74
"Veal, raw, round",197,49.0,0.0,0.0,51.0,12.0,1.37,18.58,0.0,0.0,0.0,13.06
"Wheat, soft white",340,0.0,0.0,0.0,0.0,34.0,5.37,10.69,75.36,12.7,0.41,1.99
"Elderberries, raw",73,0.0,0.0,36.0,0.0,38.0,1.6,0.66,18.4,7.0,0.0,0.5
"Nuts, raw, acorns",387,0.0,0.0,0.0,0.0,41.0,0.79,6.15,40.75,0.0,0.0,23.86
"Orane juice, raw",45,0.0,0.0,50.0,0.0,11.0,0.2,0.7,10.4,0.2,8.4,0.2
"POPEYES, Coleslaw",161,7.0,0.0,14.7,0.0,31.0,0.23,0.98,14.12,1.7,10.83,11.18
"Cabbae, raw, red",31,0.0,0.0,57.0,0.0,45.0,0.8,1.43,7.37,2.1,3.83,0.16
"Blackberries, raw",43,0.0,0.0,21.0,0.0,29.0,0.62,1.39,9.61,5.3,4.88,0.49
"Wasabi, raw, root",109,0.0,0.0,41.9,0.0,128.0,1.03,4.8,23.54,7.8,0.0,0.63
"Cheese, limburer",327,90.0,0.0,0.0,20.0,497.0,0.13,20.05,0.49,0.0,0.49,27.25
"Raspberries, raw",52,0.0,0.0,26.2,0.0,25.0,0.69,1.2,11.94,6.5,4.42,0.65
"Corn bran, crude",224,0.0,0.0,0.0,0.0,42.0,2.79,8.36,85.64,79.0,0.0,0.92
"Bread, rice bran",243,0.0,56.0,0.0,0.0,69.0,3.61,8.9,43.5,4.9,4.67,4.6
"Taro shoots, raw",11,0.0,0.0,21.0,0.0,12.0,0.6,0.92,2.32,0.0,0.0,0.09
"Suars, powdered",389,0.0,0.0,0.0,0.0,1.0,0.06,0.0,99.77,0.0,97.81,0.0
"Emu, raw, round",134,69.0,0.0,0.0,0.0,7.0,4.02,22.77,0.0,0.0,0.0,4.03
"Cookies, fortune",378,2.0,56.0,0.0,0.0,12.0,1.44,4.2,84.0,1.6,45.42,2.7
"Fish, raw, cisco",98,50.0,0.0,0.0,0.0,12.0,0.4,18.99,0.0,0.0,0.0,1.91
"Couscous, cooked",112,0.0,0.0,0.0,0.0,8.0,0.38,3.79,23.22,1.4,0.1,0.16
"Dill weed, fresh",43,0.0,0.0,85.0,0.0,208.0,6.59,3.46,7.02,2.1,0.0,1.12
"Spearmint, dried",285,0.0,0.0,0.0,0.0,1488.0,87.47,19.93,52.04,29.8,0.0,6.03
"Spearmint, fresh",44,0.0,0.0,13.3,0.0,199.0,11.87,3.29,8.41,6.8,0.0,0.73
Tamales (Navajo),153,17.0,0.0,1.7,0.0,29.0,1.22,6.28,18.12,3.1,0.99,6.12
"Rice bran, crude",316,0.0,0.0,0.0,0.0,57.0,18.54,13.35,49.69,21.0,0.9,20.85
"Rye flour, liht",357,0.0,0.0,0.0,0.0,13.0,0.91,9.82,76.68,8.0,0.93,1.33
"Spices, bay leaf",313,0.0,0.0,46.5,0.0,834.0,43.0,7.61,74.97,26.3,0.0,8.36
"Spices, cardamom",311,0.0,0.0,21.0,0.0,383.0,13.97,10.76,68.47,28.0,0.0,6.7
"Lemon juice, raw",22,0.0,0.0,38.7,0.0,6.0,0.08,0.35,6.9,0.3,2.52,0.24
"Giner root, raw",80,0.0,0.0,5.0,0.0,16.0,0.6,1.82,17.77,2.0,1.7,0.75
"Fish oil, salmon",902,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Fish, tuna salad",187,13.0,0.0,2.2,0.0,17.0,1.0,16.04,9.41,0.0,0.0,9.26
"Orane peel, raw",97,0.0,0.0,136.0,0.0,161.0,0.8,1.5,25.0,10.6,0.0,0.2
"Blueberries, raw",57,0.0,0.0,9.7,0.0,6.0,0.28,0.74,14.49,2.4,9.96,0.33
"Cheese, muenster",368,96.0,0.0,0.0,22.0,717.0,0.41,23.41,1.12,0.0,1.12,30.04
"Beet reens, raw",22,0.0,0.0,30.0,0.0,117.0,2.57,2.2,4.33,3.7,0.5,0.13
"Cheese, cheshire",387,103.0,0.0,0.0,0.0,643.0,0.21,23.37,4.78,0.0,0.0,30.6
"Baels, oat bran",255,0.0,52.0,0.2,0.0,12.0,3.08,10.7,53.3,3.6,1.63,1.2
"Fat, beef tallow",902,109.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Clementines, raw",47,0.0,0.0,48.8,0.0,30.0,0.14,0.85,12.02,1.7,9.18,0.15
"Peas, raw, reen",81,0.0,0.0,40.0,0.0,25.0,1.47,5.42,14.45,5.7,5.67,0.4
"Oat bran, cooked",40,0.0,0.0,0.0,0.0,10.0,0.88,3.21,11.44,2.6,0.0,0.86
"Pears, bosc, raw",67,0.0,0.0,2.8,0.0,10.0,0.15,0.36,16.1,3.1,10.23,0.09
"Suar, turbinado",399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,99.19,0.0
"Headcheese, pork",157,69.0,0.0,0.0,37.0,16.0,1.5,13.83,0.0,0.0,0.0,10.9
Ham salad spread,216,37.0,0.0,0.0,26.0,8.0,0.59,8.68,10.64,0.0,0.0,15.53
"Olive loaf, pork",235,38.0,0.0,0.0,44.0,109.0,0.54,11.8,9.2,0.0,0.0,16.5
"Pastrami, turkey",139,68.0,0.0,8.1,10.0,11.0,4.2,16.3,3.34,0.1,3.34,6.21
"Cranberries, raw",46,0.0,0.0,14.0,0.0,8.0,0.23,0.46,11.97,3.6,4.27,0.13
"POPEYES, biscuit",401,2.0,0.0,0.0,0.0,108.0,2.51,6.0,40.95,3.8,3.46,23.71
"E, dried, yolk",669,2307.0,0.0,0.0,417.0,289.0,9.56,33.63,0.66,0.0,0.23,59.13
"Quinoa, uncooked",368,0.0,0.0,0.0,0.0,47.0,4.57,14.12,64.16,7.0,0.0,6.07
"Emu, raw, oyster",141,81.0,0.0,0.0,0.0,4.0,5.5,22.81,0.0,0.0,0.0,4.86
"Rose-apples, raw",25,0.0,0.0,22.3,0.0,29.0,0.07,0.6,5.7,0.0,0.0,0.3
"Cheese, monterey",373,89.0,0.0,0.0,22.0,746.0,0.72,24.48,0.68,0.0,0.5,30.28
"Fish, raw, scup",105,52.0,0.0,0.0,47.0,40.0,0.53,18.88,0.0,0.0,0.0,2.73
"Cheese, cheddar",404,99.0,0.0,0.0,24.0,710.0,0.14,22.87,3.09,0.0,0.48,33.31
"Cheese, caraway",376,93.0,0.0,0.0,0.0,673.0,0.64,25.18,3.06,0.0,0.0,29.2
"Oil, wheat erm",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Bread, oat bran",236,0.0,56.0,0.0,0.0,65.0,3.12,10.4,39.8,4.5,7.7,4.4
"Watermelon, raw",30,0.0,0.0,8.1,0.0,7.0,0.24,0.61,7.55,0.4,6.2,0.15
Potato pancakes,268,95.0,6.0,27.6,11.0,32.0,1.67,6.08,27.81,3.3,1.79,14.76
Spinach souffle,172,118.0,6.0,7.3,31.0,165.0,1.19,7.89,5.9,0.7,1.85,12.95
"Bacon, meatless",309,0.0,0.0,0.0,0.0,23.0,2.41,11.69,5.31,2.6,0.0,29.52
"Rosemary, fresh",131,0.0,0.0,21.8,0.0,317.0,6.65,3.31,20.7,14.1,0.0,5.86
"Syrups, sorhum",290,0.0,0.0,0.0,0.0,150.0,3.8,0.0,74.9,0.0,74.9,0.0
"Rye flour, dark",325,0.0,0.0,0.0,0.0,37.0,4.97,15.91,68.63,23.8,2.31,2.22
"Oil, tomatoseed",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Croutons, plain",407,0.0,110.0,0.0,0.0,76.0,4.08,11.9,73.5,5.1,0.0,6.6
"Lemon peel, raw",47,0.0,0.0,129.0,0.0,134.0,0.8,1.5,16.0,10.6,4.17,0.3
"Spices, paprika",282,0.0,0.0,0.9,0.0,229.0,21.14,14.14,53.99,34.9,10.34,12.89
"Nectarines, raw",44,0.0,0.0,5.4,0.0,6.0,0.28,1.06,10.55,1.7,7.89,0.32
"Mulberries, raw",43,0.0,0.0,36.4,0.0,39.0,1.85,1.44,9.8,1.7,8.1,0.39
"Lotus root, raw",74,0.0,0.0,44.0,0.0,45.0,1.16,2.6,17.23,4.9,0.0,0.1
"Sauce, barbecue",172,0.0,0.0,0.6,0.0,33.0,0.64,0.82,40.77,0.9,33.24,0.63
"Fish, raw, spot",123,60.0,0.0,0.0,0.0,14.0,0.32,18.51,0.0,0.0,0.0,4.9
"Crabapples, raw",76,0.0,0.0,8.0,0.0,18.0,0.36,0.4,19.95,0.0,0.0,0.3
"Breadfruit, raw",103,0.0,0.0,29.0,0.0,17.0,0.54,1.07,27.12,4.9,11.0,0.23
Arrowroot flour,357,0.0,0.0,0.0,0.0,40.0,0.33,0.3,88.15,3.4,0.0,0.1
