name,calories,cholesterol,folic_acid,vitamin_c,vitamin_d,calcium,iron,protein,carbohydrate,fiber,sugars,fat
"Fast Foods, skin and breadin removed, meat only, Breast, Fried Chicken",153,97.0,0.0,0.0,5.0,23.0,0.54,27.93,0.0,0.0,0.0,4.54
"CAMPBELL'S Red and White, condensed, Chicken Barley with Mushrooms Soup",71,4.0,0.0,0.0,0.0,0.0,0.0,3.17,12.7,2.4,1.59,1.19
"Fish, packed in oil (Alaska Native), air-dried, flesh, Pacific, herrin",489,0.0,0.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,34.6
"Beveraes, ready-to-drink., G performance O 2, Gatorade, PEPSICO QUAKER",26,0.0,0.0,0.4,0.0,1.0,0.05,0.0,6.43,0.0,5.24,0.0
"Leavenin aents, sodium aluminum sulfate, double-actin, bakin powder",53,0.0,0.0,0.0,0.0,5876.0,11.02,0.0,27.7,0.2,0.0,0.0
"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",388,0.0,91.0,0.0,0.0,16.0,5.51,4.2,70.32,1.0,26.13,9.95
"Pork, roasted, extra lean and reular, low sodium, boneless, ham, cured",165,57.0,0.0,0.0,32.0,8.0,1.4,22.0,0.5,0.0,0.0,7.7
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, steak, flank",149,69.0,0.0,0.0,3.0,28.0,1.62,21.72,0.0,0.0,0.0,6.29
"Chicken, stewed, meat and skin and iblets and neck, broilers or fryers",216,97.0,0.0,0.5,0.0,14.0,1.53,24.49,0.06,0.0,0.0,12.37
"Turkey, roasted, with added solution, meat only, from whole bird, thih",158,105.0,0.0,0.0,10.0,16.0,1.07,26.1,0.0,0.0,0.0,6.0
"Cereals ready-to-eat, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes, KELLOGG",327,0.0,1360.0,207.0,138.0,39.0,62.1,10.2,81.6,17.3,18.8,2.5
"Pork, raw, separable lean only, boneless, top loin (chops), loin, fresh",127,66.0,0.0,0.0,13.0,5.0,0.51,22.41,0.0,0.0,0.0,3.42
"Formulated bar, Chocolate Almond Snack Bar, COCOAVIA, MARS SNACKFOOD US",347,2.0,182.0,42.5,0.0,1209.0,2.21,7.72,51.68,5.2,27.03,14.19
"Chicken, batter, fried, cooked, meat and skin, back, broilers or fryers",331,88.0,11.0,0.0,0.0,26.0,1.49,21.97,10.25,0.0,0.0,21.91
"Cereals ready-to-eat, strawberry, Yourt Burst, CHEERIOS, GENERAL MILLS",400,0.0,652.0,20.0,133.0,333.0,15.0,6.67,81.75,6.7,30.0,5.23
"Cereals ready-to-eat, Pumpkin Granola, Oranic FLAX PLUS, NATURE'S PATH",467,0.0,0.0,0.3,0.0,51.0,4.04,11.23,66.1,8.4,18.17,18.33
"Candies, POP'ABLES MILKY WAY Brand Bite Size Candies, MARS SNACKFOOD US",463,11.0,0.0,0.6,0.0,91.0,0.5,3.3,71.85,1.0,61.08,18.0
"KEEBLER, bite-size, Rainbow Chocolate Chip Cookies, CHIPS DELUXE, GRIPZ",470,0.0,0.0,0.0,0.0,0.0,3.1,4.7,74.3,1.8,33.5,17.7
"Cereals ready-to-eat, Triple Berry, Berry Burst CHEERIOS, GENERAL MILLS",378,0.0,722.0,22.2,148.0,370.0,16.7,8.8,80.5,7.6,27.0,4.5
"Beveraes, White Cranberry Strawberry Flavored Juice Drink, OCEAN SPRAY",49,0.0,4.0,26.7,0.0,4.0,0.04,0.22,11.98,0.6,11.42,0.01
"Chicken, batter, fried, cooked, meat and skin, neck, broilers or fryers",330,91.0,8.0,0.0,0.0,31.0,2.15,19.82,8.7,0.0,0.0,23.52
"Candies, COCOAVIA Blueberry and Almond Chocolate Bar, MARS SNACKFOOD US",525,0.0,0.0,34.2,0.0,985.0,3.18,6.35,60.37,9.1,38.99,28.68
"Beveraes, decaffeinated, restaurant-prepared, espresso, brewed, coffee",9,0.0,0.0,0.2,0.0,2.0,0.13,0.1,1.69,0.0,0.0,0.18
"Rolls, made with low fat (2%) milk, prepared from recipe, plain, dinner",316,35.0,47.0,0.2,0.0,60.0,2.96,8.5,53.4,1.9,0.0,7.3
"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",157,23.0,0.0,1.2,0.0,154.0,1.72,10.84,21.35,1.2,2.99,3.15
"Beans, rinsed in tap water, drained solids, canned, mature seeds, pinto",117,0.0,0.0,0.1,0.0,64.0,1.27,7.04,20.77,0.0,0.0,0.97
"Balsam-pear (bitter ourd), without salt, drained, boiled, cooked, pods",19,0.0,0.0,33.0,0.0,9.0,0.38,0.84,4.32,2.0,1.95,0.18
"Chicken, batter, fried, cooked, meat and skin, win, broilers or fryers",324,79.0,12.0,0.0,0.0,20.0,1.29,19.87,10.94,0.3,0.0,21.81
"Pork, raw, separable lean only, country-style, center slice, ham, cured",195,70.0,0.0,0.0,37.0,10.0,1.11,27.8,0.3,0.0,0.0,8.32
"Toaster Pastries, Frosted chocolate fude, KELLOGG'S POP TARTS, KELLOGG",384,0.0,0.0,0.0,0.0,192.0,3.5,4.9,70.4,2.1,35.0,9.3
"Nuts, CHOSEN ROASTER, salt added, with peanuts, dry roasted, mixed nuts",632,0.0,0.0,0.0,0.0,106.0,3.22,18.0,19.02,7.1,3.9,58.8
"Soup, prepared with equal volume water, canned, tomato beef with noodle",56,2.0,5.0,0.0,0.0,9.0,0.45,1.78,8.44,0.6,0.73,1.71
"Pancakes, microwave (includes buttermilk), ready-to-heat, frozen, plain",239,0.0,45.0,0.0,0.0,72.0,1.64,5.88,43.33,2.5,7.06,4.73
"Beef, braised, cooked, separable lean only, flat, imported, New Zealand",226,94.0,0.0,0.0,0.0,6.0,3.23,33.22,0.0,0.0,0.0,10.3
"Squash, with salt, or baked, drained, boiled, cooked, spahetti, winter",27,0.0,0.0,3.5,0.0,21.0,0.34,0.66,6.46,1.4,2.53,0.26
"Succotash, with salt, drained, boiled, cooked, frozen, (corn and limas)",93,0.0,0.0,5.9,0.0,15.0,0.89,4.31,19.95,4.1,2.21,0.89
"Soup, ready-to-serve, canned, reduced sodium, new enland, clam chowder",70,3.0,0.0,3.3,0.0,14.0,0.56,2.33,5.68,0.8,0.0,4.23
"Soup, prepared with equal volume water, canned, manhattan, clam chowder",30,1.0,0.0,1.6,0.0,11.0,0.64,0.85,4.77,0.6,1.32,0.86
"Oil, (partially hydroenated) and cottonseed, salad or cookin, soybean",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Cherries, solids and liquids, extra heavy syrup pack, canned, red, sour",114,0.0,0.0,1.9,0.0,10.0,1.26,0.71,29.23,0.8,0.0,0.09
"KFC, meat and skin with breadin, Thih, ORIGINAL RECIPE, Fried Chicken",269,104.0,0.0,0.0,0.0,64.0,0.88,18.9,8.46,0.0,0.0,17.73
"Rice and vermicelli mix, prepared with 80% mararine, rice pilaf flavor",148,0.0,0.0,0.0,0.0,29.0,0.85,2.94,25.67,0.6,0.26,3.7
"Beef, raw, select, trimmed to 0"" fat, separable lean only, steak, flank",137,60.0,0.0,0.0,0.0,21.0,1.54,21.43,0.0,0.0,0.0,5.0
"Cereals ready-to-eat, bite size, KELLOGG'S FROSTED MINI-WHEATS, KELLOGG",350,0.0,351.0,0.0,0.0,28.0,30.0,9.19,83.4,10.8,20.29,1.6
"Turkey, roasted, with added solution, (liht and dark), skin from whole",451,144.0,0.0,0.0,54.0,25.0,1.08,22.15,0.0,0.0,0.0,40.31
"Chicken, roasted, cooked, meat and skin, liht meat, broilers or fryers",222,84.0,0.0,0.0,0.0,15.0,1.14,29.02,0.0,0.0,0.0,10.85
"Frozen novelties, Stickless Bar, No Suar Added, SLIM-A-BEAR, KLONDIKE",242,8.0,0.0,1.0,0.0,289.0,0.41,5.2,25.98,3.9,8.64,13.0
"Veal, braised, cooked, separable lean and fat, boneless, whole, breast",266,113.0,0.0,0.0,0.0,9.0,0.77,26.97,0.0,0.0,0.0,16.77
"Formulated bar, SNICKERS MARATHON Honey Nut Oat Bar, MARS SNACKFOOD US",378,0.0,904.0,176.4,181.0,0.0,18.15,22.5,54.3,11.0,26.26,7.87
"Mun beans, with salt, drained, boiled, cooked, sprouted, mature seeds",19,0.0,0.0,11.4,0.0,12.0,0.65,2.03,3.6,0.8,2.84,0.09
"Chicken, batter, fried, cooked, meat and skin, le, broilers or fryers",273,90.0,9.0,0.0,0.0,18.0,1.4,21.77,8.72,0.3,0.0,16.17
"Soup, sinle brand, condensed, canned, beef with veetables and barley",61,6.0,0.0,0.0,0.0,0.0,0.0,3.9,8.2,0.0,0.0,1.4
"Chicken, flour, fried, cooked, meat and skin, back, broilers or fryers",331,89.0,7.0,0.0,0.0,24.0,1.62,27.79,6.5,0.0,0.0,20.74
"Beans, with salt, boiled, cooked, mature seeds, california red, kidney",124,0.0,0.0,1.2,0.0,66.0,2.98,9.13,22.41,9.3,0.0,0.09
"Beef, raw, Aust. marble score 9, seam fat, Wayu, imported, Australian",627,96.0,0.0,0.0,0.0,2.0,0.91,5.16,0.0,0.0,0.0,67.33
"Fish, dry heat (may have been previously frozen), cooked, Pacific, cod",85,57.0,0.0,0.0,24.0,10.0,0.2,18.73,0.0,0.0,0.0,0.5
"Alcoholic beverae, all (in, rum, vodka, whiskey) 80 proof, distilled",231,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
"Alcoholic beverae, all (in, rum, vodka, whiskey) 90 proof, distilled",263,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
"Alcoholic beverae, all (in, rum, vodka, whiskey) 86 proof, distilled",250,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.0
"Fast foods, prepared with arlic and parmesan cheese, soft, breadstick",343,7.0,123.0,0.0,2.0,87.0,4.65,12.2,44.48,2.4,1.11,12.88
"KEEBLER, Chocolate Chip Cookies, CHIPS DELUXE, 100 Calorie RIGHT BITES",452,0.0,0.0,0.0,0.0,0.0,3.2,4.7,77.7,3.1,40.3,13.3
"KEEBLER, Fude Covered Pretzels, FUDGE SHOPPE, 100 Calorie RIGHT BITES",455,1.0,0.0,0.0,0.0,106.0,5.5,7.5,71.3,3.9,32.9,17.0
"Alcoholic beverae, all (in, rum, vodka, whiskey) 94 proof, distilled",275,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
"Cereals ready-to-eat, MEDLEY CRUNCH, HONEY NUT CHEERIOS, GENERAL MILLS",387,0.0,0.0,19.4,129.0,323.0,14.5,9.1,79.5,7.5,29.1,5.4
"Chicken, roasted, cooked, meat and skin and iblets and neck, roastin",220,94.0,0.0,0.4,0.0,13.0,1.61,23.96,0.05,0.0,0.0,13.07
"Pasta, DE BOLES, cooked, rice flour and rice bran extract, luten-free",200,0.0,0.0,0.0,0.0,21.0,0.62,4.21,40.75,1.9,0.0,1.7
"Beef, raw, 85% lean / 15% fat, round, rass-fed, imported, Australian",234,66.0,0.0,0.0,0.0,6.0,1.79,17.72,0.0,0.0,0.0,18.12
"Beef, raw, separable lean and fat, oyster blade, imported, New Zealand",178,56.0,0.0,0.0,7.0,4.0,1.89,21.27,0.0,0.0,0.0,10.31
"Potatoes, pan fried in canola oil, prepared, plain, frozen, hash brown",219,0.0,0.0,6.7,0.0,17.0,0.54,2.65,28.51,3.2,0.27,11.59
"Cereals ready-to-eat, HONEY BUNCHES OF OATS with vanilla bunches, POST",394,0.0,338.0,0.0,107.0,33.0,28.9,7.9,81.8,7.8,20.7,5.1
"Salad dressin, reular, commercial, blue or roquefort cheese dressin",484,31.0,0.0,0.7,3.0,37.0,0.09,1.37,4.77,0.4,3.48,51.1
"Beveraes, with added nutrients, Mixed veetable and fruit juice drink",29,0.0,0.0,32.5,0.0,3.0,0.04,0.04,7.47,0.0,2.1,0.01
"Cornmeal, enriched, with wheat flour added, bolted, self-risin, white",348,0.0,198.0,0.0,0.0,299.0,4.95,8.41,73.43,6.3,0.0,2.85
"Beef, raw, liver, variety meats and by-products, imported, New Zealand",133,254.0,0.0,0.0,1.0,4.0,8.44,20.5,3.6,0.0,0.0,4.05
"Cereals, dry, Redeye Gravy & Country Ham flavor, Instant Grits, QUAKER",342,0.0,0.0,0.0,0.0,441.0,42.03,9.83,75.86,4.6,0.71,1.58
"CAMPBELL'S Red and White, condensed, Split Pea with Ham and Bacon Soup",141,4.0,0.0,0.0,0.0,16.0,1.13,7.81,23.44,3.1,3.13,1.56
"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",400,0.0,0.0,0.4,133.0,36.0,28.0,7.1,82.8,5.8,20.4,5.0
"Soup, prepared with equal volume water, consomme, bouillon, beef broth",12,0.0,0.0,0.4,0.0,4.0,0.22,2.22,0.73,0.0,0.0,0.0
"Beveraes, prepared with whole milk, powder, natural, Malted drink mix",88,12.0,0.0,0.2,0.0,117.0,0.09,3.86,10.23,0.1,9.56,3.62
"Lamb, raw, separable lean only, boneless, chump, imported, New Zealand",121,65.0,0.0,0.0,1.0,4.0,1.52,21.68,0.0,0.0,0.0,3.83
"Fast Foods, skin and breadin removed, meat only, Thih, Fried Chicken",178,125.0,0.0,0.0,8.0,24.0,0.91,23.21,0.24,0.0,0.0,9.41
"Candies, MILKY WAY Caramels. dark chocolate covered, MARS SNACKFOOD US",458,17.0,0.0,0.4,0.0,83.0,1.2,3.82,67.56,2.8,54.08,20.42
"Rolls, commercially prepared (includes brown-and-serve), plain, dinner",310,4.0,71.0,0.2,0.0,178.0,3.72,10.86,52.04,2.0,5.55,6.47
"Seeds, without salt added (decorticated), toasted, sesame seed kernels",567,0.0,0.0,0.0,0.0,131.0,7.78,16.96,26.04,16.9,0.48,48.0
"Chicken, raw, with added solution, meat and skin, drumstick, dark meat",146,95.0,0.0,0.0,8.0,8.0,0.69,18.03,0.0,0.0,0.0,8.24
"Turkey, raw, with added solution, meat and skin, from whole bird, back",206,84.0,0.0,0.0,24.0,14.0,0.78,16.86,0.15,0.0,0.1,15.41
"Snacks, with yourt coatin, NATURE VALLEY, GENERAL MILLS, ranola bar",423,0.0,112.0,0.0,0.0,286.0,1.03,5.71,74.29,4.4,40.0,11.43
"KFC, meat and skin with breadin, Win, ORIGINAL RECIPE, Fried Chicken",297,113.0,0.0,0.0,0.0,77.0,0.93,21.7,9.93,0.0,0.0,18.9
"Turkey, roasted, with added solution, meat only, from whole bird, back",127,69.0,0.0,0.0,10.0,13.0,0.55,26.97,0.0,0.0,0.0,2.08
"DIGIORNO Pizza, baked, frozen, cheese stuffed crust, pepperoni toppin",279,24.0,0.0,1.1,0.0,226.0,2.3,13.92,29.46,2.1,0.0,11.71
"Tomato products, and celery, reen peppers, with onions, sauce, canned",41,0.0,0.0,13.2,0.0,13.0,0.76,0.94,8.77,1.4,7.36,0.74
"Chicken, roasted, cooked, meat and skin, drumstick, broilers or fryers",191,130.0,0.0,0.0,2.0,11.0,1.11,23.35,0.0,0.0,0.0,10.15
"Chicken, raw, meat only, boneless, skinless, breast, broiler or fryers",120,73.0,0.0,0.0,1.0,5.0,0.37,22.5,0.0,0.0,0.0,2.62
"Turkey from whole, raw, with added solution, meat and skin, liht meat",147,60.0,0.0,0.0,11.0,14.0,0.54,20.02,0.14,0.0,0.06,7.42
"KEEBLER, Sea Salt and Olive Oil Crackers, FLATBREAD CRISPS, TOWN HOUSE",443,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.8,3.6,5.2,14.0
"Snacks, peanut butter and chocolate chip, uncoated, soft, ranola bars",432,1.0,0.0,0.0,0.0,80.0,1.94,9.8,62.2,4.2,0.0,20.0
"Pork, roasted, cooked, separable lean and fat, whole, le (ham), fresh",273,94.0,0.0,0.3,33.0,14.0,1.01,26.83,0.0,0.0,0.0,17.61
"Fast Foods, with lettuce and mayonnaise, crispy chicken filet sandwich",276,29.0,20.0,0.3,7.0,72.0,1.71,10.94,27.4,1.4,3.4,13.59
"Chicken, flour, fried, cooked, meat and skin, neck, broilers or fryers",332,94.0,5.0,0.0,0.0,31.0,2.42,24.01,4.24,0.0,0.0,23.61
"Seeds, with salt added, dry roasted, sunflower seed kernels from shell",546,0.0,0.0,1.4,0.0,70.0,3.8,19.33,15.31,9.0,2.73,49.8
"Pork, roasted, cooked, separable lean and fat, tenderloin, loin, fresh",147,73.0,0.0,0.0,10.0,6.0,1.15,26.04,0.0,0.0,0.0,3.96
"Pork, broiled, cooked, separable lean and fat, tenderloin, loin, fresh",201,94.0,0.0,1.0,0.0,5.0,1.39,29.86,0.0,0.0,0.0,8.11
"Soup, ready-to-serve, chunky, chicken veetable with potato and cheese",65,7.0,0.0,4.0,0.0,15.0,0.16,1.16,5.2,0.3,0.64,4.46
"Child formula, prepared from powder, with iron, PORTAGEN, MEAD JOHNSON",88,1.0,15.0,7.6,65.0,88.0,1.75,3.33,8.57,0.0,7.4,4.48
"Chicken, flour, fried, cooked, meat and skin, win, broilers or fryers",321,81.0,3.0,0.0,0.0,15.0,1.25,26.11,2.39,0.1,0.0,22.16
"Candies, POP'ABLES SNICKERS Brand Bite Size Candies, MARS SNACKFOOD US",480,13.0,0.0,0.5,0.0,96.0,0.72,7.15,61.07,2.3,51.69,24.32
"Infant Formula, ready-to-feed, Newborn, Premium, ENFAMIL, MEAD JOHNSON",66,0.0,11.0,7.9,49.0,51.0,1.18,1.38,7.39,0.0,7.39,3.48
"Pork, roasted, heated, separable lean only, bone-in, shank, ham, cured",139,70.0,0.0,0.0,34.0,7.0,1.54,26.49,0.68,0.0,0.68,3.68
"Snacks, whole-wheat includin both salted and unsalted, hard, pretzels",362,0.0,0.0,1.0,0.0,28.0,2.69,11.1,81.3,7.7,0.0,2.6
"Veal, breaded, pan-fried, cooked, separable lean only, le (top round)",216,113.0,8.0,0.0,0.0,39.0,1.64,28.41,9.84,0.2,0.57,6.27
"Beveraes, prepared with whole milk, powder, Carob-flavor beverae mix",75,10.0,0.0,0.0,0.0,98.0,0.25,3.16,8.68,0.4,0.0,3.11
"Beef, raw, heart, variety meats and by-products, imported, New Zealand",105,124.0,0.0,0.0,6.0,4.0,4.38,18.52,0.0,0.0,0.0,3.4
"Soup, prepared with equal volume water, canned, bean with frankfurters",75,5.0,0.0,0.4,0.0,35.0,0.94,3.99,8.8,0.0,0.0,2.79
"Chicken, not reheated, frozen, precooked, dark and white meat, nuets",260,32.0,0.0,0.0,10.0,21.0,0.91,12.43,16.32,1.3,0.79,16.14
"Cereals, maple and brown suar, Weiht Control Instant Oatmeal, QUAKER",361,1.0,0.0,0.1,0.0,268.0,10.13,16.37,64.25,13.0,1.25,6.2
"Veal, cooked, separable lean and fat, composite of trimmed retail cuts",231,114.0,0.0,0.0,0.0,22.0,1.15,30.1,0.0,0.0,0.0,11.39
"Candies, milk chocolate covered, MILKY WAY Caramels, MARS SNACKFOOD US",463,20.0,0.0,0.7,0.0,141.0,0.34,4.28,68.49,0.7,58.65,19.17
"Chicken, stewed, cooked, meat and skin, liht meat, broilers or fryers",201,74.0,0.0,0.0,0.0,13.0,0.98,26.14,0.0,0.0,0.0,9.97
"Chicken, roasted, cooked, meat and skin, dark meat, broilers or fryers",253,91.0,0.0,0.0,0.0,15.0,1.36,25.97,0.0,0.0,0.0,15.78
"Turkey, roasted, with added solution, meat only, from whole bird, win",127,69.0,0.0,0.0,10.0,13.0,0.55,26.97,0.0,0.0,0.0,2.08
"Snacks, multirain, made from dried potatoes (preformed), potato chips",505,0.0,0.0,0.7,0.0,26.0,0.85,5.3,65.34,2.7,4.08,24.74
"Applesauce, without salt (includes USDA commodity), sweetened, canned",68,0.0,0.0,1.7,0.0,3.0,0.12,0.16,17.49,1.2,14.67,0.17
"Infant Formula, ready-to-feed, Infant, Premium, ENFAMIL, MEAD JOHNSON",66,0.0,11.0,7.9,49.0,51.0,1.18,1.38,7.39,0.0,7.39,3.48
"Puddins, dry mix, instant, low calorie, all flavors except chocolate",350,0.0,0.0,0.0,0.0,143.0,0.38,0.81,84.66,0.8,0.9,0.9
"Beveraes, diet, lemon, ready to drink, black and reen, tea, SNAPPLE",2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Beveraes, diet, peach, ready to drink, black and reen, tea, SNAPPLE",2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Cereals ready-to-eat, KELLOGG'S RAISIN BRAN with cranberries, KELLOGG",344,0.0,0.0,0.0,68.0,39.0,7.59,6.9,84.19,9.2,30.29,1.5
"Lima beans, solids and liquids, no salt added, canned, immature seeds",71,0.0,0.0,8.7,0.0,28.0,1.61,4.07,13.33,3.6,0.93,0.29
"Chicken, flour, fried, cooked, meat and skin, le, broilers or fryers",254,94.0,3.0,0.0,0.0,13.0,1.43,26.84,2.5,0.1,0.0,14.43
"Chicken, stewed, cooked, meat and skin, drumstick, broilers or fryers",204,83.0,0.0,0.0,5.0,11.0,1.33,25.32,0.0,0.0,0.0,10.64
"Beef, braised, cooked, choice, separable lean and fat, chuck for stew",194,96.0,0.0,0.0,6.0,17.0,3.06,32.49,0.0,0.0,0.0,7.14
"Beef, braised, cooked, select, separable lean and fat, chuck for stew",186,102.0,0.0,0.0,4.0,15.0,2.84,32.29,0.0,0.0,0.0,6.34
"Pork, roasted, cooked, separable lean and fat, whole, shoulder, fresh",292,90.0,0.0,0.5,61.0,24.0,1.32,23.28,0.0,0.0,0.0,21.39
"Swamp cabbae (skunk  cabbae), without salt, drained, boiled, cooked",20,0.0,0.0,16.0,0.0,54.0,1.32,2.08,3.7,1.9,0.0,0.24
"Soup, sinle brand, condensed, canned, chicken with star-shaped pasta",50,4.0,0.0,0.0,0.0,0.0,0.0,2.3,7.1,0.0,0.0,1.4
"Pork, simmered, cooked, stomach, variety meats and by-products, fresh",157,316.0,0.0,0.0,0.0,15.0,1.23,21.4,0.09,0.0,0.0,7.26
"Pie crust, chilled, raham cracker, prepared from recipe, cookie-type",484,0.0,27.0,0.0,0.0,20.0,2.12,4.1,63.9,1.5,37.57,24.4
"Apple juice, with added ascorbic acid, unsweetened, canned or bottled",46,0.0,0.0,38.5,0.0,8.0,0.12,0.1,11.3,0.2,9.62,0.13
"Muffins, made with low fat (2%) milk, prepared from recipe, blueberry",285,37.0,36.0,1.5,0.0,189.0,2.27,6.5,40.7,0.0,0.0,10.8
"Turnip reens and turnips, with salt, drained, boiled, cooked, frozen",34,0.0,0.0,18.2,0.0,128.0,1.75,2.99,4.74,3.1,0.95,0.38
"Peppers, without salt, drained, boiled, chopped, frozen, reen, sweet",18,0.0,0.0,41.2,0.0,8.0,0.52,0.95,3.9,0.9,0.0,0.18
"Poultry, raw, from backs and necks without skin, mechanically deboned",199,104.0,0.0,3.0,0.0,123.0,1.73,13.79,0.0,0.0,0.0,15.48
"Nuts, raw (liquid expressed from rated meat and water), coconut milk",230,0.0,0.0,2.8,0.0,16.0,1.64,2.29,5.54,2.2,3.34,23.84
"Pasta, dry, remainin enriched semolina, 51% whole wheat, whole rain",361,0.0,55.0,0.0,0.0,25.0,3.41,13.2,73.3,11.3,2.2,2.55
"Beef, raw, separable lean and fat, rump centre, imported, New Zealand",145,55.0,0.0,0.0,4.0,4.0,2.29,21.65,0.0,0.0,0.0,6.5
"Beef, raw, separable lean and fat, bolar blade, imported, New Zealand",159,57.0,0.0,0.0,6.0,4.0,1.97,21.29,0.0,0.0,0.0,8.22
"Pork, unheated, canned, extra lean (approximately 4% fat), ham, cured",120,38.0,0.0,0.0,93.0,6.0,0.94,18.49,0.0,0.0,0.0,4.56
"Beef, braised, cooked, choice, separable lean and fat, shortribs, rib",471,94.0,0.0,0.0,27.0,12.0,2.31,21.57,0.0,0.0,0.0,41.98
"Pork, braised, cooked, pancreas, variety meats and by-products, fresh",219,315.0,0.0,5.7,0.0,16.0,2.69,28.5,0.0,0.0,0.0,10.8
"Cereals ready-to-eat, Cinnamon Almond, KELLOGG'S RAISIN BRAN, KELLOGG",347,0.0,0.0,2.0,73.0,47.0,7.8,7.4,81.19,9.2,31.29,2.9
"Beef, raw, separable lean only, chuck eye roll, imported, New Zealand",131,61.0,0.0,0.0,6.0,4.0,2.04,20.46,0.0,0.0,0.0,5.41
"Grape juice, with added ascorbic acid, unsweetened, canned or bottled",60,0.0,0.0,25.0,0.0,11.0,0.25,0.37,14.77,0.2,14.2,0.13
"Infant formula, prepared from powder,NEXT STEP PROSOBEE, MEAD JOHNSON",67,0.0,11.0,7.9,40.0,128.0,1.31,2.14,8.08,0.0,7.77,2.91
"Mustard spinach, without salt, drained, boiled, cooked, (tenderreen)",16,0.0,0.0,65.0,0.0,158.0,0.8,1.7,2.8,2.0,0.0,0.2
"Beef, raw, mechanically separated beef, variety meats and by-products",276,209.0,0.0,0.0,0.0,485.0,5.67,14.97,0.0,0.0,0.0,23.52
"CAMPBELL'S CHUNKY Soups, Salisbury Steak with Mushrooms & Onions Soup",57,6.0,0.0,0.0,0.0,8.0,0.44,2.86,7.76,0.8,2.45,1.84
"Lamb, raw, separable lean only, boneless, flap, imported, New Zealand",180,58.0,0.0,0.0,1.0,7.0,0.96,21.72,0.0,0.0,0.0,10.31
"Fast Foods, skin and breadin removed, meat only, Win, Fried Chicken",215,148.0,0.0,0.0,3.0,40.0,0.96,28.77,2.13,0.0,0.0,10.2
"Lamb, raw, separable lean and fat, loin saddle, imported, New Zealand",273,69.0,0.0,0.0,2.0,6.0,1.29,16.56,0.2,0.0,0.0,22.9
"Game meat, broiled, cooked, 1"" steak, separable lean only, loin, deer",150,79.0,0.0,0.0,0.0,6.0,4.09,30.2,0.0,0.0,0.0,2.38
"Cherries, solids and liquids, heavy syrup pack, pitted, canned, sweet",83,0.0,0.0,3.6,0.0,9.0,0.35,0.6,21.27,1.4,16.18,0.15
"Puddins, dry mix, reular, low calorie, all flavors except chocolate",351,0.0,0.0,0.0,0.0,49.0,0.05,1.6,86.04,0.9,2.9,0.1
"Cereals, with salt, cooked with water, whole wheat hot natural cereal",62,0.0,0.0,0.0,0.0,7.0,0.62,2.0,13.7,1.6,0.08,0.4
"KFC, meat and skin with breadin, Breast, EXTRA CRISPY, Fried Chicken",268,76.0,0.0,0.0,0.0,27.0,0.57,21.24,8.47,0.0,0.0,16.55
"Lamb, raw, separable lean only, boneless, loin, imported, New Zealand",120,66.0,0.0,0.0,1.0,4.0,1.55,21.5,0.0,0.0,0.0,3.77
"Turkey, raw, with added solution, meat and skin, breast, retail parts",144,64.0,0.0,0.0,13.0,9.0,0.43,20.79,0.03,0.0,0.01,6.75
"Turkey, raw, with added solution, meat and skin, dark meat from whole",169,82.0,0.0,0.0,20.0,14.0,0.83,17.84,0.15,0.0,0.1,10.83
"Game meat, raw, trimmed to 0"" fat, separable lean only, ribeye, bison",116,62.0,0.0,0.0,0.0,6.0,2.8,22.1,0.0,0.0,0.0,2.4
"Cake, unenriched, other than all butter, commercially prepared, pound",389,58.0,0.0,0.1,0.0,64.0,0.6,5.2,52.5,1.0,0.0,17.9
"Chicken, stewed, cooked, and iblets and neck, meat and skin, stewin",214,107.0,0.0,1.0,1.0,13.0,1.64,24.88,0.0,0.0,0.0,11.91
"Fish, solids with bone and liquid, without salt, canned, pink, salmon",139,55.0,0.0,0.0,0.0,213.0,0.84,19.78,0.0,0.0,0.0,6.05
"Fish, drained solids with bone, without salt, canned, sockeye, salmon",153,44.0,0.0,0.0,0.0,239.0,1.06,20.47,0.0,0.0,0.0,7.31
"Oil, fillin fat (non-hydroenated), palm and palm kernel, industrial",880,0.0,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,99.5
KRAFT FREE Sinles American Nonfat Pasteurized Process Cheese Product,148,16.0,0.0,0.2,0.0,712.0,0.05,22.7,11.7,0.2,6.7,1.0
